hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,country,market_segment,customer_type,adr,required_car_parking_spaces,total_of_special_requests,previous_cancellations,deposit_type,agent,company,total_nights,total_guests,lead_time_bucket,customer_segment,predicted_cancel_risk
City Hotel,1,27,2024,January,22,4,3,2,0.0,GBR,Direct,Transient,75.1,0,1,0,No Deposit,17.0,0.0,7,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.36257215679481747
City Hotel,1,69,2023,August,11,0,4,3,0.0,ITA,Groups,Transient,130.0,0,0,0,No Deposit,1.0,116.0,4,3.0,31-90 days,Early Planner - Leisure/Transient,0.4472479244404558
City Hotel,1,23,2024,July,7,0,3,2,0.0,GBR,Direct,Transient-Party,187.18,0,1,0,No Deposit,0.0,118.0,3,2.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.4215056022481689
City Hotel,0,49,2023,January,13,1,1,2,0.0,PRT,Corporate,Transient,88.73,1,2,0,No Deposit,20.0,104.0,2,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.3099606387405007
Resort Hotel,1,19,2023,August,13,3,3,2,0.0,FRA,Online TA,Group,192.15,0,0,1,No Deposit,18.0,113.0,6,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.47526013719301896
City Hotel,0,10,2023,February,21,0,2,3,0.0,GBR,Online TA,Transient,75.76,0,0,0,No Deposit,25.0,113.0,2,3.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.3397801210090099
City Hotel,1,14,2023,March,19,1,3,3,0.0,ESP,Offline TA/TO,Transient,55.63,0,0,0,Non Refund,20.0,115.0,4,3.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.5779538025521621
City Hotel,0,137,2024,October,19,1,1,1,0.0,PRT,Direct,Transient-Party,118.46,0,0,0,Non Refund,22.0,116.0,2,1.0,91-180 days,Early Planner - Corporate/Contract,0.7511374824468546
City Hotel,0,21,2023,July,23,2,4,1,0.0,USA,Groups,Transient-Party,118.09,0,2,0,No Deposit,9.0,103.0,6,1.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.3688935215630626
City Hotel,0,54,2023,June,15,0,2,2,0.0,BRA,Corporate,Transient-Party,108.29,0,0,0,No Deposit,27.0,109.0,2,2.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.42653297438736343
Resort Hotel,0,18,2023,May,14,0,3,1,0.0,ESP,Online TA,Transient,173.44,0,1,0,Non Refund,26.0,118.0,3,1.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.5947419939710386
City Hotel,1,17,2023,November,3,0,2,2,0.0,USA,Corporate,Transient,110.48,0,1,0,No Deposit,1.0,0.0,2,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.3120871445388813
City Hotel,0,25,2024,October,27,1,1,2,0.0,PRT,Offline TA/TO,Transient,80.78,0,1,0,No Deposit,26.0,113.0,2,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.3299660392757295
Resort Hotel,1,148,2024,November,21,1,1,2,0.0,FRA,Online TA,Transient,95.82,0,0,1,No Deposit,7.0,0.0,2,2.0,91-180 days,Early Planner - Leisure/Transient,0.6423640088254504
City Hotel,1,29,2024,February,20,1,6,3,0.0,GBR,Offline TA/TO,Transient,43.53,0,0,0,Non Refund,6.0,0.0,7,3.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.6690182241388954
City Hotel,0,103,2023,February,4,0,1,2,0.0,FRA,Offline TA/TO,Transient,96.69,0,3,0,Non Refund,11.0,107.0,1,2.0,91-180 days,Early Planner - Leisure/Transient,0.6366382364842141
City Hotel,0,13,2023,December,7,2,2,2,1.0,BRA,Corporate,Transient-Party,137.24,0,0,0,No Deposit,0.0,115.0,4,3.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.4217949525828606
Resort Hotel,0,2,2023,January,1,2,4,3,0.0,GBR,Online TA,Contract,87.82,0,0,0,No Deposit,20.0,104.0,6,3.0,0-7 days,Last-Minute Booker - Corporate/Contract,0.3266920352789581
Resort Hotel,0,91,2024,September,23,2,6,2,0.0,DEU,Online TA,Group,149.49,0,0,0,No Deposit,0.0,119.0,8,2.0,91-180 days,Early Planner - Leisure/Transient,0.4566846891719273
City Hotel,0,46,2023,November,24,1,2,2,1.0,FRA,Online TA,Transient,102.17,0,0,0,No Deposit,3.0,114.0,3,3.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.38459448200893626
City Hotel,0,19,2023,August,3,2,2,4,0.0,DEU,Groups,Transient-Party,128.21,1,0,0,No Deposit,17.0,0.0,4,4.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.3835767472976609
City Hotel,0,4,2023,January,20,1,1,2,1.0,PRT,Groups,Transient,89.63,0,0,0,No Deposit,15.0,119.0,2,3.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.3089950601324613
Resort Hotel,0,39,2023,May,15,1,1,4,0.0,FRA,Groups,Transient,148.21,0,0,0,No Deposit,0.0,108.0,2,4.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.3704506532298332
Resort Hotel,1,121,2023,December,13,2,5,1,0.0,ESP,Online TA,Transient-Party,171.81,0,1,0,No Deposit,16.0,0.0,7,1.0,91-180 days,Early Planner - Corporate/Contract,0.5155229253782685
City Hotel,0,7,2024,June,22,3,1,1,0.0,PRT,Online TA,Transient-Party,106.26,0,0,0,No Deposit,8.0,106.0,4,1.0,0-7 days,Last-Minute Booker - Corporate/Contract,0.41844130757777814
City Hotel,1,158,2023,February,14,3,5,2,0.0,GBR,Groups,Contract,68.88,0,0,0,Non Refund,21.0,117.0,8,2.0,91-180 days,Early Planner - Corporate/Contract,0.8282350119535139
City Hotel,0,19,2024,October,7,1,2,2,0.0,PRT,Groups,Group,55.3,0,0,0,No Deposit,8.0,111.0,3,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.3759490936432073
City Hotel,0,45,2023,May,1,0,2,3,0.0,ESP,Online TA,Group,97.4,0,0,0,No Deposit,5.0,106.0,2,3.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.4425050843646874
Resort Hotel,0,4,2024,June,13,1,3,3,0.0,PRT,Corporate,Contract,166.17,0,0,0,No Deposit,19.0,0.0,4,3.0,0-7 days,Last-Minute Booker - Corporate/Contract,0.37657977053568426
City Hotel,0,33,2023,September,4,2,2,2,1.0,PRT,Online TA,Contract,160.93,1,0,0,No Deposit,24.0,0.0,4,3.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.3489209183545833
City Hotel,0,8,2024,October,12,3,2,2,2.0,DEU,Groups,Transient,116.58,0,0,0,Refundable,15.0,115.0,5,4.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.29654170178572986
City Hotel,0,2,2024,January,7,1,4,1,0.0,GBR,Online TA,Contract,87.95,1,0,0,No Deposit,11.0,0.0,5,1.0,0-7 days,Last-Minute Booker - Corporate/Contract,0.30381736081747124
City Hotel,0,203,2024,October,27,1,5,2,0.0,IRL,Groups,Transient,94.93,0,0,0,No Deposit,5.0,0.0,6,2.0,180+ days,Early Planner - Leisure/Transient,0.5548671782335898
City Hotel,1,78,2023,March,2,3,4,1,1.0,ITA,Online TA,Transient-Party,81.36,0,0,0,No Deposit,26.0,0.0,7,2.0,31-90 days,Early Planner - Corporate/Contract,0.5006914439701983
Resort Hotel,0,76,2024,December,17,2,4,1,0.0,IND,Offline TA/TO,Transient,103.97,1,2,0,Non Refund,29.0,0.0,6,1.0,31-90 days,Early Planner - Leisure/Transient,0.45869454818604233
City Hotel,0,5,2023,September,1,0,2,2,0.0,PRT,Online TA,Transient,134.59,0,0,0,No Deposit,9.0,118.0,2,2.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.3405389311665431
Resort Hotel,1,159,2023,January,26,0,1,2,2.0,ESP,Offline TA/TO,Transient,138.69,0,0,0,Non Refund,14.0,111.0,1,4.0,91-180 days,Early Planner - Leisure/Transient,0.8354407438444866
Resort Hotel,0,38,2023,January,14,0,1,2,1.0,PRT,Offline TA/TO,Transient,74.95,0,0,0,No Deposit,10.0,118.0,1,3.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.376156235833566
City Hotel,0,114,2023,January,22,1,4,3,0.0,USA,Direct,Transient,111.68,0,0,0,No Deposit,27.0,0.0,5,3.0,91-180 days,Early Planner - Leisure/Transient,0.423587443851658
City Hotel,1,0,2024,July,28,3,2,2,0.0,ITA,Online TA,Transient,138.49,0,0,0,Non Refund,0.0,116.0,5,2.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.6722279467116034
City Hotel,0,21,2023,May,21,2,1,1,0.0,PRT,Direct,Contract,126.86,1,1,0,No Deposit,5.0,0.0,3,1.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.3149574247971104
City Hotel,1,331,2024,June,1,0,4,2,0.0,GBR,Online TA,Contract,166.84,0,1,0,No Deposit,2.0,100.0,4,2.0,180+ days,Early Planner - Corporate/Contract,0.6915418431900551
City Hotel,0,33,2024,August,26,2,4,1,0.0,ESP,Online TA,Transient-Party,92.77,0,2,0,No Deposit,3.0,0.0,6,1.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.3019916824046927
Resort Hotel,1,131,2024,February,3,3,3,2,0.0,USA,Direct,Contract,79.47,0,1,0,No Deposit,10.0,0.0,6,2.0,91-180 days,Early Planner - Corporate/Contract,0.507572987702368
City Hotel,1,23,2024,February,11,2,2,4,0.0,GBR,Online TA,Transient-Party,80.66,0,0,1,Non Refund,24.0,108.0,4,4.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.7701958664390646
City Hotel,0,44,2023,March,7,1,4,2,1.0,GBR,Groups,Group,74.89,0,1,0,No Deposit,11.0,106.0,5,3.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.31655159562390806
City Hotel,1,115,2024,March,28,1,4,4,0.0,GBR,Corporate,Transient-Party,78.78,0,1,0,Non Refund,0.0,101.0,5,4.0,91-180 days,Early Planner - Corporate/Contract,0.592282575321734
City Hotel,0,55,2023,March,25,1,0,2,2.0,FRA,Direct,Transient-Party,116.77,0,0,0,No Deposit,3.0,119.0,1,4.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.4582919852226698
Resort Hotel,0,77,2024,April,9,1,1,2,0.0,IRL,Online TA,Contract,131.56,1,3,0,No Deposit,22.0,0.0,2,2.0,31-90 days,Early Planner - Corporate/Contract,0.27192994252412545
City Hotel,0,15,2024,March,22,1,1,2,0.0,ITA,Online TA,Transient,101.31,0,0,0,No Deposit,15.0,0.0,2,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.3492679847250662
City Hotel,0,10,2024,February,3,2,7,2,0.0,BRA,Groups,Transient,87.48,0,3,0,Refundable,10.0,116.0,9,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.20143933617981494
Resort Hotel,0,15,2023,September,1,1,4,2,0.0,ESP,Online TA,Transient-Party,118.15,0,1,0,No Deposit,19.0,0.0,5,2.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.3876347343481611
City Hotel,1,40,2023,June,19,0,4,2,0.0,ESP,Corporate,Transient,122.33,0,0,1,No Deposit,8.0,110.0,4,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.45630392695990746
City Hotel,0,96,2023,March,26,2,3,2,0.0,PRT,Online TA,Transient,92.32,0,0,0,No Deposit,20.0,104.0,5,2.0,91-180 days,Early Planner - Leisure/Transient,0.4396577468756599
City Hotel,0,49,2023,April,27,3,0,1,0.0,FRA,Direct,Contract,117.67,0,0,0,No Deposit,11.0,107.0,3,1.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.40577226722331117
Resort Hotel,0,98,2024,April,21,1,0,4,0.0,PRT,Groups,Group,140.15,0,2,0,Non Refund,12.0,0.0,1,4.0,91-180 days,Early Planner - Leisure/Transient,0.6746957660107722
Resort Hotel,1,16,2023,August,24,1,3,2,0.0,ESP,Online TA,Transient,171.44,0,1,0,No Deposit,29.0,108.0,4,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.31329994156554636
Resort Hotel,0,128,2024,July,5,1,2,2,0.0,PRT,Online TA,Transient,146.88,0,0,0,No Deposit,12.0,119.0,3,2.0,91-180 days,Early Planner - Leisure/Transient,0.4997765584123432
City Hotel,0,183,2024,July,17,0,2,2,0.0,DEU,Corporate,Transient,92.83,0,2,0,Non Refund,0.0,0.0,2,2.0,180+ days,Early Planner - Leisure/Transient,0.5796932397113197
Resort Hotel,0,2,2024,October,19,1,0,2,2.0,DEU,Online TA,Transient-Party,207.55,0,3,0,No Deposit,23.0,0.0,1,4.0,0-7 days,Last-Minute Booker - Corporate/Contract,0.21246277022996163
Resort Hotel,0,3,2023,July,28,1,3,2,0.0,FRA,Online TA,Transient,162.61,0,0,0,No Deposit,1.0,0.0,4,2.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.33891775624238146
City Hotel,0,5,2023,October,5,0,1,1,0.0,USA,Online TA,Transient,112.45,0,0,0,No Deposit,13.0,0.0,1,1.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.33243923771472744
City Hotel,1,89,2023,November,23,1,2,1,0.0,IND,Offline TA/TO,Transient,103.88,0,0,0,No Deposit,13.0,101.0,3,1.0,31-90 days,Early Planner - Leisure/Transient,0.4525917036847982
City Hotel,0,12,2023,May,21,1,1,2,0.0,DEU,Corporate,Transient,106.37,0,0,0,No Deposit,8.0,109.0,2,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.3243878385194156
Resort Hotel,0,77,2024,July,14,1,3,2,0.0,USA,Groups,Transient,158.27,0,1,0,Non Refund,19.0,0.0,4,2.0,31-90 days,Early Planner - Leisure/Transient,0.7311721573602714
Resort Hotel,0,34,2023,April,10,0,3,2,0.0,IND,Online TA,Transient-Party,107.78,0,2,0,No Deposit,2.0,111.0,3,2.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.3546752008504947
Resort Hotel,0,108,2024,August,21,1,1,1,0.0,USA,Online TA,Transient,102.9,0,0,0,No Deposit,20.0,0.0,2,1.0,91-180 days,Early Planner - Leisure/Transient,0.4727763266203442
City Hotel,1,99,2024,September,7,0,5,2,0.0,PRT,Offline TA/TO,Transient-Party,161.0,0,2,0,Non Refund,18.0,0.0,5,2.0,91-180 days,Early Planner - Corporate/Contract,0.6864812641737443
City Hotel,1,192,2024,December,8,1,1,2,1.0,USA,Online TA,Transient,105.68,1,0,0,No Deposit,23.0,113.0,2,3.0,180+ days,Early Planner - Leisure/Transient,0.5523488844644725
City Hotel,0,17,2023,March,8,2,3,1,1.0,FRA,Online TA,Transient,70.92,0,1,0,No Deposit,18.0,108.0,5,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.28719692832208654
Resort Hotel,0,15,2023,July,7,2,1,2,0.0,PRT,Direct,Transient,219.76700000000014,0,1,0,No Deposit,11.0,0.0,3,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.24134482937358026
City Hotel,1,1,2024,December,13,0,2,2,1.0,ESP,Online TA,Transient-Party,113.88,0,0,1,No Deposit,0.0,113.0,2,3.0,0-7 days,Last-Minute Booker - Corporate/Contract,0.459468041920057
Resort Hotel,1,31,2024,October,14,0,3,1,0.0,ITA,Direct,Transient-Party,123.76,0,0,0,No Deposit,5.0,118.0,3,1.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.48661717386554926
City Hotel,0,36,2023,September,19,2,2,1,0.0,PRT,Groups,Contract,98.56,0,0,0,Non Refund,24.0,108.0,4,1.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.7504691312788637
City Hotel,0,200,2023,January,11,3,1,2,0.0,GBR,Complementary,Transient,53.63,0,2,2,No Deposit,7.0,113.0,4,2.0,180+ days,Early Planner - Leisure/Transient,0.4065407893317089
City Hotel,0,106,2023,February,2,1,4,2,0.0,BRA,Online TA,Transient,86.19,0,0,0,No Deposit,3.0,0.0,5,2.0,91-180 days,Early Planner - Leisure/Transient,0.4417534857674595
Resort Hotel,0,10,2024,July,17,2,1,2,0.0,IRL,Offline TA/TO,Transient,162.1,0,2,0,No Deposit,25.0,0.0,3,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.2729564449389028
Resort Hotel,1,96,2023,February,6,0,2,2,0.0,ESP,Offline TA/TO,Transient,96.47,0,1,0,Refundable,28.0,110.0,2,2.0,91-180 days,Early Planner - Leisure/Transient,0.49795757958360476
City Hotel,0,11,2024,July,9,1,2,1,0.0,USA,Complementary,Transient,164.84,0,1,0,No Deposit,4.0,0.0,3,1.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.2649317432687046
Resort Hotel,0,4,2023,January,19,3,1,1,0.0,USA,Groups,Transient,125.88,0,0,0,No Deposit,17.0,111.0,4,1.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.3207742613040502
Resort Hotel,0,108,2024,March,5,1,4,2,0.0,FRA,Corporate,Transient,161.58,0,0,0,No Deposit,24.0,103.0,5,2.0,91-180 days,Early Planner - Leisure/Transient,0.4062888798352755
Resort Hotel,1,223,2024,May,9,2,4,1,2.0,FRA,Offline TA/TO,Transient-Party,99.55,0,1,0,Non Refund,13.0,104.0,6,3.0,180+ days,Early Planner - Corporate/Contract,0.8433323054681746
Resort Hotel,0,5,2024,December,25,1,1,2,1.0,PRT,Online TA,Transient-Party,173.26,0,0,0,No Deposit,15.0,104.0,2,3.0,0-7 days,Last-Minute Booker - Corporate/Contract,0.39603764365968486
City Hotel,1,100,2023,November,7,1,1,2,0.0,PRT,Groups,Transient,128.94,0,0,1,No Deposit,0.0,118.0,2,2.0,91-180 days,Early Planner - Leisure/Transient,0.5176197851501848
City Hotel,1,117,2023,June,4,1,3,2,0.0,PRT,Complementary,Transient,134.13,0,0,0,Refundable,24.0,113.0,4,2.0,91-180 days,Early Planner - Leisure/Transient,0.6179280212769268
Resort Hotel,0,7,2023,September,27,0,4,2,0.0,PRT,Corporate,Transient-Party,160.19,0,0,0,No Deposit,0.0,104.0,4,2.0,0-7 days,Last-Minute Booker - Corporate/Contract,0.4364484182603613
City Hotel,0,19,2024,September,18,0,2,4,0.0,FRA,Online TA,Transient,112.13,0,0,0,No Deposit,14.0,107.0,2,4.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.3408874604490381
City Hotel,0,79,2024,March,18,4,2,4,0.0,IND,Offline TA/TO,Transient-Party,113.37,0,0,0,No Deposit,16.0,119.0,6,4.0,31-90 days,Early Planner - Corporate/Contract,0.455071199217213
City Hotel,0,98,2024,August,20,2,2,2,1.0,BRA,Online TA,Group,106.11,0,1,0,No Deposit,0.0,0.0,4,3.0,91-180 days,Early Planner - Leisure/Transient,0.3856197546318893
City Hotel,0,26,2023,April,17,1,3,2,0.0,ESP,Groups,Contract,84.75,0,1,0,No Deposit,14.0,114.0,4,2.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.3202706110763258
City Hotel,0,10,2024,July,4,0,5,2,0.0,DEU,Groups,Transient,102.63,0,1,0,No Deposit,14.0,100.0,5,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.26904826868557213
Resort Hotel,0,62,2023,June,28,1,2,4,1.0,PRT,Online TA,Transient-Party,129.13,0,0,0,No Deposit,23.0,102.0,3,5.0,31-90 days,Early Planner - Corporate/Contract,0.4598541375263274
City Hotel,1,72,2024,August,27,4,2,2,0.0,ITA,Direct,Transient-Party,133.8,0,2,1,No Deposit,2.0,111.0,6,2.0,31-90 days,Early Planner - Corporate/Contract,0.5329903415511801
City Hotel,1,42,2023,June,22,1,3,1,0.0,PRT,Online TA,Transient,159.58,0,1,0,No Deposit,15.0,119.0,4,1.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.3695262591593643
City Hotel,1,9,2024,April,16,2,2,2,0.0,PRT,Online TA,Transient-Party,129.1,0,0,1,No Deposit,0.0,104.0,4,2.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.4992980788372873
City Hotel,0,111,2023,February,22,1,1,2,1.0,GBR,Online TA,Transient,63.38,0,0,0,No Deposit,29.0,103.0,2,3.0,91-180 days,Early Planner - Leisure/Transient,0.5285769359199305
City Hotel,0,62,2023,July,23,1,3,1,0.0,ESP,Online TA,Contract,100.61,0,2,0,No Deposit,22.0,0.0,4,1.0,31-90 days,Early Planner - Corporate/Contract,0.3142700422993893
City Hotel,0,122,2024,November,5,1,0,2,0.0,PRT,Online TA,Transient,73.04,0,0,0,No Deposit,15.0,116.0,1,2.0,91-180 days,Early Planner - Leisure/Transient,0.5280685761450263
Resort Hotel,1,162,2023,November,9,2,4,2,0.0,IND,Online TA,Transient,90.0,0,0,0,No Deposit,17.0,114.0,6,2.0,91-180 days,Early Planner - Leisure/Transient,0.5381073671118521
City Hotel,1,98,2024,April,2,2,2,2,0.0,PRT,Corporate,Transient-Party,128.78,0,0,0,No Deposit,9.0,106.0,4,2.0,91-180 days,Early Planner - Corporate/Contract,0.5010929287789522
City Hotel,1,191,2024,September,2,2,2,2,0.0,USA,Online TA,Transient,155.0,0,0,0,Non Refund,7.0,116.0,4,2.0,180+ days,Early Planner - Leisure/Transient,0.8646454719003099
City Hotel,1,185,2024,September,4,3,2,3,0.0,GBR,Corporate,Transient,76.85,0,0,1,Refundable,9.0,0.0,5,3.0,180+ days,Early Planner - Leisure/Transient,0.7057924143707484
Resort Hotel,0,57,2023,July,20,2,1,2,0.0,USA,Offline TA/TO,Transient,173.69,1,2,0,No Deposit,0.0,105.0,3,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.26587054331895915
City Hotel,1,78,2024,May,20,2,2,3,0.0,ESP,Corporate,Transient,97.81,0,0,0,No Deposit,9.0,117.0,4,3.0,31-90 days,Early Planner - Leisure/Transient,0.43657264785493755
Resort Hotel,1,72,2024,March,17,0,2,2,0.0,GBR,Groups,Transient-Party,58.97,0,0,0,Non Refund,16.0,115.0,2,2.0,31-90 days,Early Planner - Corporate/Contract,0.7488698111577902
Resort Hotel,1,58,2023,March,20,0,2,2,0.0,DEU,Online TA,Transient,98.38,0,1,1,No Deposit,24.0,101.0,2,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.4498554385917613
City Hotel,0,1,2024,September,28,1,3,2,1.0,ESP,Online TA,Transient,106.56,0,0,0,Non Refund,24.0,114.0,4,3.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.6558122708677546
Resort Hotel,0,26,2023,September,21,0,1,1,0.0,IND,Online TA,Transient,99.07,0,1,0,No Deposit,10.0,105.0,1,1.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.32400992758796615
City Hotel,0,6,2023,December,25,1,4,2,0.0,PRT,Offline TA/TO,Transient,104.78,1,3,0,No Deposit,9.0,108.0,5,2.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.2318671619514707
Resort Hotel,1,21,2023,November,19,4,2,2,1.0,GBR,Online TA,Transient-Party,125.47,0,0,3,No Deposit,12.0,101.0,6,3.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.5887524322685446
City Hotel,1,4,2023,April,3,1,3,2,0.0,ESP,Offline TA/TO,Transient,103.15,0,4,0,Refundable,4.0,119.0,4,2.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.47401474838663443
Resort Hotel,1,151,2023,November,5,0,3,2,0.0,FRA,Corporate,Contract,129.57,0,0,0,No Deposit,18.0,0.0,3,2.0,91-180 days,Early Planner - Corporate/Contract,0.5724412568894359
Resort Hotel,0,36,2024,January,10,1,4,2,1.0,FRA,Offline TA/TO,Transient,76.88,0,0,0,No Deposit,24.0,102.0,5,3.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.3719411552654695
Resort Hotel,0,12,2024,October,6,0,2,2,0.0,ESP,Online TA,Transient,79.3,0,2,0,No Deposit,8.0,104.0,2,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.2630506441715169
Resort Hotel,0,52,2023,May,3,0,6,4,0.0,USA,Online TA,Transient-Party,147.86,0,0,0,Non Refund,3.0,0.0,6,4.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.686685892837803
Resort Hotel,0,13,2024,August,17,1,0,3,1.0,GBR,Online TA,Transient,200.95,0,0,0,Non Refund,28.0,0.0,1,4.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.6438354359133855
Resort Hotel,0,97,2024,October,10,1,3,2,0.0,IND,Direct,Transient,55.45,0,0,1,No Deposit,29.0,104.0,4,2.0,91-180 days,Early Planner - Leisure/Transient,0.4713236900237854
City Hotel,0,21,2024,April,24,0,1,2,0.0,FRA,Online TA,Transient,87.25,0,0,0,Non Refund,28.0,109.0,1,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.6343934313565391
Resort Hotel,0,22,2024,October,12,0,1,1,0.0,ESP,Groups,Transient,156.63,0,3,0,No Deposit,14.0,0.0,1,1.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.2844094424360137
City Hotel,0,122,2024,October,1,1,2,1,2.0,IND,Direct,Transient,95.06,0,1,0,No Deposit,5.0,105.0,3,3.0,91-180 days,Early Planner - Leisure/Transient,0.4352699054960517
City Hotel,0,49,2023,April,18,0,2,3,0.0,DEU,Online TA,Transient-Party,71.08,0,1,1,No Deposit,23.0,0.0,2,3.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.37408288739706635
City Hotel,0,31,2023,September,22,2,0,1,0.0,BRA,Offline TA/TO,Transient,124.75,1,0,0,No Deposit,23.0,105.0,2,1.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.35430978819102293
City Hotel,0,25,2024,September,20,1,1,2,0.0,ESP,Complementary,Group,119.58,0,1,0,Non Refund,8.0,111.0,2,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.4971664793055848
Resort Hotel,0,42,2023,July,4,0,3,3,0.0,PRT,Groups,Contract,219.76700000000014,0,1,0,Refundable,4.0,112.0,3,3.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.2894436777228319
Resort Hotel,0,3,2024,October,15,1,0,3,0.0,DEU,Online TA,Transient,76.83,1,0,2,No Deposit,1.0,109.0,1,3.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.25391009045011287
City Hotel,0,10,2023,August,9,0,1,2,0.0,IRL,Corporate,Transient,104.87,1,0,1,Non Refund,17.0,104.0,1,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.616627278461557
Resort Hotel,0,14,2024,December,6,0,2,1,0.0,ESP,Online TA,Transient,184.39,0,1,0,Non Refund,28.0,111.0,2,1.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.562773859254851
Resort Hotel,1,101,2023,December,12,3,3,2,1.0,IND,Online TA,Transient,124.48,0,0,0,No Deposit,25.0,112.0,6,3.0,91-180 days,Early Planner - Leisure/Transient,0.44783811755711345
